train_loss,train_acc,test_loss,test_acc
0.6898104641748511,0.7685587761674718,0.40088168917031125,0.8043712518740629
0.20683807520114858,0.8996779388083735,0.09592565380293748,0.9661731634182908
0.059530583526129305,0.9801378824476651,0.020272634152708382,0.9962284482758621
0.021933405598342094,0.9952445652173914,0.006705657719506015,0.9989224137931034
0.012350972254922533,0.9975291867954912,0.003058729006844605,1.0
0.010185773567924194,0.9976902173913044,0.007401390001177788,0.9994612068965517
0.007974334229948,0.9982336956521739,0.0017334473909456924,1.0
0.007725719956215471,0.9980978260869565,0.0014800760967271596,1.0
0.006379169950504666,0.998641304347826,0.001054818316459142,1.0
0.0061062808566772295,0.9985054347826087,0.0010199515552436612,1.0
0.00451751413360319,0.9989130434782608,0.0008782502715395571,1.0
0.004924783966872264,0.9987771739130434,0.0024814037706478147,0.9994612068965517
0.004598499279603382,0.9989130434782608,0.0008233801069356309,1.0
0.003646094525680857,0.9990489130434783,0.0008145149502148531,1.0
0.0036010816552690178,0.9993206521739131,0.00032991882572191414,1.0
0.004036321200629058,0.9990489130434783,0.00048135482813512647,1.0
0.006542632334537263,0.9976902173913044,0.00990446886360838,0.9962284482758621
0.005655010502453914,0.9985054347826087,0.00032180862788287604,1.0
0.002676245821519684,0.9990489130434783,0.00019791821953198262,1.0
0.0013764931903057478,0.9995923913043478,0.00023550191107115723,1.0
