train_loss,train_acc,test_loss,test_acc
0.8324395302845085,0.7245521336553945,0.3349703576030402,0.8240723388305847
0.1388385583039211,0.9375,0.05353383578616997,0.9838362068965517
0.027414900319569786,0.99375,0.02223562005232891,0.9929956896551724
0.012888076720232873,0.9970108695652173,0.013215590400846097,0.9956896551724138
0.009386539667510711,0.9982336956521739,0.018105126166684103,0.9962284482758621
0.01025778126862386,0.9972826086956522,0.013818203451529402,0.9956896551724138
0.009315093370716331,0.9973933172302738,0.010403189542181468,0.9978448275862069
0.007704092199919219,0.9985054347826087,0.007249104158635701,0.9978448275862069
0.006250966465101911,0.9987771739130434,0.0076746646754427585,0.9978448275862069
0.0054121870248269735,0.998641304347826,0.00501570176957416,0.9978448275862069
0.005953459891569092,0.9982336956521739,0.017203971736056825,0.9929956896551724
0.005991896989397229,0.9980726650563607,0.00618823311303678,0.9983836206896551
0.005983967704251763,0.9982336956521739,0.00634502111442371,0.9973060344827587
0.004079442587965826,0.9991847826086957,0.003561200351245573,0.9994612068965517
0.0053348954615775376,0.998641304347826,0.0032244803753263994,0.9989224137931034
0.004148299682350151,0.9987771739130434,0.005084445873167013,0.9989224137931034
0.0032495297302533722,0.9991847826086957,0.00273388186730605,0.9989224137931034
0.0027850756245243248,0.9991847826086957,0.0037284649751482307,0.9989224137931034
0.0029554656750682942,0.9991847826086957,0.003869419487680967,0.9989224137931034
0.002994577472355045,0.9991847826086957,0.002643110509309516,0.9989224137931034
