train_loss,train_acc,test_loss,test_acc
2.0822485586007438,0.6001602564102564,1.694122354189555,0.5641801075268816
1.0655409942070644,0.5989583333333334,0.7039586106936137,0.5641801075268816
0.6798640539248785,0.5837339743589743,0.7011462052663168,0.5641801075268816
0.6631339391072592,0.6022636217948718,0.6881252328554789,0.5641801075268816
0.6563648482163748,0.6015625,0.643172562122345,0.5641801075268816
0.6123397598663965,0.6427283653846154,0.5877407789230347,0.8686155913978495
0.5374246488014857,0.7475961538461539,0.4689604938030243,0.8949932795698925
0.3662509707113107,0.9235777243589743,0.34966352581977844,0.8005712365591399
0.234691442300876,0.91796875,0.1883305956919988,0.9212029569892474
0.14327315613627434,0.9713541666666666,0.10760376850763957,0.9946236559139785
0.08919895129899184,0.9866786858974358,0.0724102333188057,1.0
0.05985656877358755,0.9947916666666666,0.050895143300294876,0.9895833333333334
0.04231238551437855,0.9973958333333334,0.0448858787616094,1.0
0.03237364309219023,0.9934895833333334,0.0261087566614151,1.0
0.024417445917303365,0.9947916666666666,0.019486481323838234,1.0
0.02117822594785442,0.99609375,0.018304205189148586,1.0
0.017908182790658127,0.99609375,0.014253510783116022,1.0
0.015029279650965085,0.9973958333333334,0.010652179674555859,1.0
0.011508814563664297,0.9973958333333334,0.01816370990127325,1.0
0.010527896656033894,0.9973958333333334,0.014278539456427097,0.9895833333333334
