train_loss,train_acc,test_loss,test_acc
0.6498778985894245,0.7813456119162641,0.4816217103908802,0.7841079460269865
0.3954680165518885,0.7878170289855072,0.41029287926081953,0.7341173163418291
0.3591671333364818,0.7832226247987117,0.3518171418329765,0.7841079460269865
0.38259563471959984,0.7782558373590982,0.4173600581185571,0.7841079460269865
0.3758244197005811,0.7886926328502415,0.4069233988893443,0.7841079460269865
0.41365965177183567,0.7822111513687601,0.4308073438447097,0.7841079460269865
0.40157637725705686,0.7886574074074074,0.3793894150133791,0.7841079460269865
0.3871800632580467,0.7827395330112721,0.40526131617611855,0.7841079460269865
0.3292113590499629,0.7909873188405797,0.3076198101043701,0.838713455772114
0.38018862281156623,0.7828099838969405,0.3807520383390887,0.7841079460269865
0.34496618625910386,0.7885064412238326,0.3236582885528433,0.7841079460269865
0.4123488388631655,0.781094001610306,0.32288175256087864,0.7841079460269865
0.38948631403238876,0.7808121980676328,0.342538776582685,0.7841079460269865
0.36434709598188814,0.7873238727858293,0.31965272077198686,0.7841079460269865
0.31661201559978985,0.8048359500805152,0.31273380898196124,0.7841079460269865
0.3111338329056035,0.8012932769726248,0.40926405890234585,0.7841079460269865
0.3838405784057534,0.7853109903381642,0.3751609690230468,0.7841079460269865
0.3220216674649197,0.805912842190016,0.36599117414704685,0.7841079460269865
0.29576563342757844,0.8133856682769726,0.30096314436402816,0.838713455772114
0.2888811868170033,0.8175724637681159,0.2725315284112404,0.8480837706146926
