train_loss,train_acc,test_loss,test_acc
0.728559104256008,0.7546900161030595,0.5096924705752011,0.7782749250374813
0.3640993453886198,0.8390549516908212,0.23662556759242354,0.9145661544227887
0.1023833438511128,0.9677737520128824,0.040763548029393984,0.9951508620689655
0.02482782359154004,0.9951086956521739,0.023237006542080177,0.9951508620689655
0.018148043478393685,0.996195652173913,0.019293544862162452,0.9962284482758621
0.01343271028675625,0.9971215780998389,0.017054551044189983,0.9967672413793104
0.012144635097660205,0.9971467391304348,0.016672512019607077,0.9956896551724138
0.011765812754469073,0.996875,0.019627465515252972,0.9956896551724138
0.01066597172099611,0.9979619565217391,0.026702921739217407,0.9929956896551724
0.011158560278430662,0.9974184782608696,0.010402501249637711,0.9983836206896551
0.0096521748990357,0.9976902173913044,0.009773859295568526,0.9983836206896551
0.007168952024253288,0.9982336956521739,0.008823053794912994,0.9983836206896551
0.007634249163422045,0.9980978260869565,0.0072873043345993965,0.9983836206896551
0.008459396351068078,0.9979619565217391,0.01249075826992088,0.9962284482758621
0.008397603230221885,0.9976902173913044,0.004534713709164925,0.9994612068965517
0.007120973854588279,0.9983695652173913,0.004578962891988842,0.9994612068965517
0.0059277524016342,0.9985054347826087,0.002399542451242049,1.0
0.005623586152733364,0.9989130434782608,0.004870477070779026,0.9994612068965517
0.005285960566644739,0.9987771739130434,0.004201843600483322,0.9989224137931034
0.0040819158994449736,0.9987520128824476,0.005358457031904656,0.9989224137931034
