train_loss,train_acc,test_loss,test_acc
0.7119408807028895,0.770053341384863,0.442335595344675,0.8043712518740629
0.3073909655213356,0.8574828904991948,0.20412175819791598,0.8984023613193404
0.13202571781433148,0.9468246779388083,0.09860582521249509,0.9650955772113943
0.08593424356178098,0.9707880434782609,0.05860571845852096,0.9769490254872564
0.052200954391256625,0.9831521739130434,0.02746056742837717,0.9927848575712145
0.03575791410049019,0.9905998389694042,0.021062926533792554,0.997633995502249
0.024364905791235684,0.9941576086956522,0.011711082549701476,0.9987115817091454
0.01934052203660426,0.9956521739130435,0.010750264856675318,0.9978448275862069
0.01951962423703188,0.9955163043478261,0.009439668487677157,0.9983836206896551
0.012950481222335088,0.9967391304347826,0.005991160303579065,0.9989224137931034
0.011071052779342332,0.9978260869565218,0.004981105482799868,0.9983836206896551
0.009201005158146196,0.9974184782608696,0.0019670350192082598,1.0
0.008724087423204607,0.9976902173913044,0.005467060297037122,1.0
0.007437035695740791,0.9982336956521739,0.001993558692729807,1.0
0.0057289256946482375,0.9985054347826087,0.0006401654503986657,1.0
0.004849349515975716,0.9990489130434783,0.0006929020836933291,1.0
0.004408709623575029,0.998641304347826,0.0004194074381616545,1.0
0.011807982721517835,0.9960346215780999,0.00494901238687754,0.9994612068965517
0.005478939059716852,0.9990489130434783,0.00047785313027220425,1.0
0.0032062439296683095,0.9993206521739131,0.000349376415873974,1.0
